alg mean               var                sd                 ci                
143 0.0009831375612903 0.0000000000012281 0.0000011082162550 0.0000005564121213
144 0.0009857689419355 0.0000000000014377 0.0000011990300371 0.0000006020078152
145 0.0009894778774194 0.0000000000010760 0.0000010372926590 0.0000005208028724
146 0.0009914349548387 0.0000000000033276 0.0000018241819512 0.0000009158834700
147 0.0009930496451613 0.0000000000009814 0.0000009906363729 0.0000004973777304
148 0.0009987395096774 0.0000000000016817 0.0000012968053587 0.0000006510987520
149 0.0010006935225806 0.0000000000008263 0.0000009090094766 0.0000004563945790
150 0.0010037694451613 0.0000000000108338 0.0000032914682502 0.0000016525771239
151 0.0010052417548387 0.0000000000013470 0.0000011606131675 0.0000005827195113
152 0.0010070717483871 0.0000000000008839 0.0000009401489144 0.0000004720290372
153 0.0010117156258065 0.0000000000009393 0.0000009691687156 0.0000004865992703
154 0.0010145296193548 0.0000000000028343 0.0000016835390164 0.0000008452696044
155 0.0010144711290323 0.0000000000007410 0.0000008608075798 0.0000004321934184
156 0.0010168069483871 0.0000000000015253 0.0000012350203291 0.0000006200777854
157 0.0010223892580645 0.0000000000060155 0.0000024526434029 0.0000012314207742
158 0.0010283027354839 0.0000000000027226 0.0000016500350222 0.0000008284479521
159 0.0010286451935484 0.0000000000014863 0.0000012191491650 0.0000006121092071
160 0.0010294987161290 0.0000000000010300 0.0000010148867192 0.0000005095533203
161 0.0010326051677419 0.0000000000008734 0.0000009345806220 0.0000004692333144
162 0.0010349273612903 0.0000000000063099 0.0000025119515831 0.0000012611981666
163 0.0010380917935484 0.0000000000009868 0.0000009933993940 0.0000004987649853
164 0.0010424743096774 0.0000000000009866 0.0000009932728351 0.0000004987014427
165 0.0010440291483871 0.0000000000029606 0.0000017206383955 0.0000008638964240
166 0.0010460597548387 0.0000000000018594 0.0000013636115094 0.0000006846407181
167 0.0010483392516129 0.0000000000010251 0.0000010124803576 0.0000005083451367
168 0.0010513859548387 0.0000000000011774 0.0000010850909083 0.0000005448013701
169 0.0010538438000000 0.0000000000036108 0.0000019002121341 0.0000009540566291
170 0.0010559172387097 0.0000000000018921 0.0000013755527998 0.0000006906361894
171 0.0010598944064516 0.0000000000011122 0.0000010546088254 0.0000005294969561
172 0.0010616232774194 0.0000000000008125 0.0000009014084145 0.0000004525782453
173 0.0010660371225806 0.0000000000026212 0.0000016190022464 0.0000008128670467
174 0.0010692167225806 0.0000000000008467 0.0000009201532042 0.0000004619896108
175 0.0010712443870968 0.0000000000014249 0.0000011936741956 0.0000005993187596
176 0.0010726213225806 0.0000000000035952 0.0000018961000604 0.0000009519920432
177 0.0010758063870968 0.0000000000016336 0.0000012781099994 0.0000006417122045
178 0.0010789043419355 0.0000000000009421 0.0000009706087453 0.0000004873222790
179 0.0010826717935484 0.0000000000194540 0.0000044106643286 0.0000022145019842
180 0.0010859375483871 0.0000000000027499 0.0000016582741454 0.0000008325846430
181 0.0010879136322581 0.0000000000012452 0.0000011158699041 0.0000005602548579
182 0.0010891132645161 0.0000000000018300 0.0000013527644657 0.0000006791946451
183 0.0010913158322581 0.0000000000029932 0.0000017300871239 0.0000008686404322
184 0.0010930402258065 0.0000000000011971 0.0000010941226059 0.0000005493359959
185 0.0010990754580645 0.0000000000011246 0.0000010604894407 0.0000005324494896
186 0.0011000323612903 0.0000000000015478 0.0000012440935564 0.0000006246332625
187 0.0011038839935484 0.0000000000030523 0.0000017470954620 0.0000008771799618
188 0.0011058015548387 0.0000000000014430 0.0000012012670963 0.0000006031309957
189 0.0011087748000000 0.0000000000011876 0.0000010897486144 0.0000005471399066
190 0.0011117327096774 0.0000000000033324 0.0000018254783292 0.0000009165343542
191 0.0011173119483871 0.0000000000017932 0.0000013390983573 0.0000006723331789
192 0.0011177627096774 0.0000000000011599 0.0000010769854816 0.0000005407318055
193 0.0011196034387097 0.0000000000021901 0.0000014798993294 0.0000007430263917
194 0.0011233890387097 0.0000000000038956 0.0000019737191813 0.0000009909629746
195 0.0011245299741935 0.0000000000025342 0.0000015919116112 0.0000007992654074
196 0.0011271708774194 0.0000000000006148 0.0000007840614290 0.0000003936607869
197 0.0010790324129032 0.0000000000170979 0.0000041349556296 0.0000020760744332
198 0.0010688467290323 0.0000000000047876 0.0000021880608819 0.0000010985794437
199 0.0010711810000000 0.0000000000033250 0.0000018234534378 0.0000009155176988
200 0.0010727825677419 0.0000000000011880 0.0000010899491084 0.0000005472405704
